_rg_o_entidade,v_nculo,cargo,escolaridade,vagas,publica_o_di_rio_oficial_da_uni_o_dou,link_publicacao_dou,tipo_de_autoriza_o,data_provimento,area_atuacao_governamental,norma_jur_dica,data_publicacao_dou,ano_da_publica_o,portaria_concurso,data_publicacao_portaria_concurso,unnamed_12,observacao,ato_oficial,link_da_publica_o_no_d_o_u_,_rea_de_atua_o_governamental
Departamento de Polícia Federal (DPF),Ministério da Justiça e Cidadania - MJ,Agente Administrativo,Nível Intermediário,,"Portaria nº 138, de 29 de Abril de 2016",,Concurso p/ substituição de terceirizados,,,,,,,,,,,,
"Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO)",Ministério da Indústria Comércio Exterior e Serviços (MDIC),"Especialista em Metrologia
e Qualidade Sênior; Analista
Executivo em Metrologia e Qualidade; Pesquisador-Tecnologista em Metrologia e Qualidade; Técnico em Metrologia e Qualidade e Assistente Executivo em Metrologia e Qualidade",NS/NI,,"Portaria nº 139, de 29 de Abril de 2016",,Provimento Original,,,,,,,,,,,,
Instituto Nacional da Propriedade Industrial (INPI),Ministério da Indústria Comércio Exterior e Serviços (MDIC),Pesquisador em Propriedade Industrial,Nível Superior,,"Portaria nº 148, de 02 de Maio de 2016",,Provimento Original,,,,,,,,,,,,
Comando do Exército (COMEX),Ministério da Defesa - MD,Técnico de Tecnologia Militar,Nível Intermediário,,"Portaria nº 70, de 10 de Março de 2016",,Decisão Judicial,,,,,,,,,,,,
"Agência Nacional de
Telecomunicações (ANATEL)",Ministério das Comunicações - MC,Técnico em Regulação de Serviços Públicos de Telecomunicações,Nível Intermediário,,"Portaria nº 84, de 16 de Março de 2016",,Decisão Judicial,,,,,,,,,,,,
Ministério do Trabalho (MTb),Ministério do Trabalho - MTb,Auditor Fiscal do Trabalho,Nível Superior,,Atesto Orçamentário,,Decisão Judicial do STF. Ação Rescisória nº 1.685 e Reclamação nº 1.728,,,,,,,,,,,,
Advocacia Geral da União (AGU),Presidência da República - PR,Advogado da União,Nível Superior,,"Ofício nº 67100/2016-MP, de 31 de Outubro de 2016",,Provimento Original e Adicional,,,,,,,,,,,,
"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis - (ANP)",Ministério de Minas e Energia - MME,"Técnico em Regulação de Petróleo e Derivados, Álcool Combustível e Gás Natural e Técnico Administrativo",Nível Intermediário,,"Portaria nº 335, de 08 de Novembro de 2016",,Concurso p/ substituição de terceirizados,,,,,,,,,,,,
Instituto Nacional do Seguro Social - (INSS),Ministério do Desenvolvimento Social - MDS,Técnico do Seguro Social e Analista do Seguro Social,NS/NI,,"Portaria nº 336, de 08 de Novembro de 2016",,Provimento Original,,,,,,,,,,,,
Agência Nacional de Aviação Civil - (ANAC),Ministério dos Transportes - MT,Técnico em Regulação de Aviação Civil e Técnico Administrativo,Nível Intermediário,,"Portaria nº 344, de 14 de Novembro de 2016",,Provimento Original,,,,,,,,,,,,
"Ministério da Agricultura, Pecuária e Abastecimento - MAPA","Ministério da Agricultura, Pecuária e Abastecimento - MAPA",Fiscal Federal Agropecuário,Nível Superior,,"Portaria nº 345, de 14 de Novembro de 2016",,Decisão Judicial,,,,,,,,,,,,
Advocacia Geral da União (AGU),Presidência da República - PR,Advogado da União,Nível Superior,,"Ofício nº 67100/2016-MP, de 31 de Outubro de 2016",,Provimento Original e Adicional,,,,,,,,,,,,
Instituto Nacional da Propriedade Industrial (INPI),Ministério da Indústria Comércio Exterior e Serviços (MDIC),Tecnologistas e Pesquisador em Propriedade Industrial,Nível Superior,,"Portaria nº 357, de 23 de Novembro de 2016  -  Retificação da Portaria em 29/11/2016 - Seção 01, pág. 44.",,Provimento Original,,,,,,,,,,,,
Agência Espacial Brasileira (AEB),"Ministério da Ciência, Tecnologia, Inovações e Comunicações - MCTIC","Tecnologista, Analista em Ciência e Tecnologia e Assistente em Ciência e Tecnologia",NS/NI,,"Portaria nº 364, de 29 de Novembro de 2016",,Provimento Original,,,,,,,,,,,,
Instituto Nacional do Seguro Social - (INSS),Ministério do Desenvolvimento Social - MDS,Técnico do Seguro Social e Analista do Seguro Social,NS/NI,,"Portaria nº 377, de 01 de Dezembro de 2016",,Provimento Original,,,,,,,,,,,,
Advocacia Geral da União (AGU),Presidência da República - PR,Advogado da União,Nível Superior,,"Ofício nº 73764/2016-MP, de 29 de Novembro de 2016",,Provimento Adicional,,,,,,,,,,,,
Instituto Nacional do Seguro Social - (INSS),Ministério do Desenvolvimento Social - MDS,Técnico do Seguro Social e Analista do Seguro Social,NS/NI,,"Portaria nº 388, de 12 de Dezembro de 2016",,Provimento Original,,,,,,,,,,,,
Ministério da Cultura - MinC,Ministério da Cultura - MinC,Técnico em Contabilidade e Formação em Ciências Contábeis,NS/NI,,"Portaria nº 397, de 14 de Dezembro de 2016",,Adicional CTU,,,,,,,,,,,,
Universidades Federais - (UFES),Ministério da Educação - MEC,'Professor Titular-Livre do Magistério Superior,Nível Superior,,"Portaria nº 399, de 14 de Dezembro de 2016",,Provimento Original,,,,,,,,,,,,
Institutos Federais - (IFES),Ministério da Educação - MEC,"Banco de professor equivalente do Ensino Básico, Técnico e Tecnológico dos Institutos Federais",Nível Superior,,"Portaria nº 405, de 20 de Dezembro de 2016",,Provimento Original,,,,,,,,,,,,
Comando da Marinha - (COMAR),Ministério da Defesa - MD,Diversos,NS/NI/NA,,"Portaria nº 408, de 22 de Dezembro de 2016",,CTU,,,,,,,,,,,,
Instituto Brasileiro de Geografia e Estatística - IBGE,Ministério da Economia - ME,"Agente Censitário Municipal
Agente Censitário Supervisor
Agente Censitário de Pesquisas por Telefone
Supervisor Censitário de Pesquisas e Codificação
Recenseador
Codificador Censitário",NS/NI/NA,,"Portaria SEDGG/ME nº 927, de 25 de janeiro de 2021",https://www.in.gov.br/en/web/dou/-/portaria-sedgg/me-n-927-de-25-de-janeiro-de-2021-301361356,Contratação Temporária,A partir de junho de 2021,,,,,,,,,,,
Secretaria Nacional de Políticas sobre Drogas - SENAD,Ministério da Justiça e Segurança Pública - MJSP,"Técnico Especializado em Gestão de Ativos e Parcerias
Técnico Especializado em Formação e Capacitação
Técnico Especializado em Pesquisa e Análise de Dados",Nível Superior,,"Portaria Interministerial ME-MJSP nº 4.386, de 16 de abril de 2021",https://www.in.gov.br/web/dou/-/portaria-interministerial/me-mjsp-n-4.386-de-16-de-abril-de-2021-314931847,Contratação Temporária,A partir de abril de 2021,,,,,,,,,,,
Instituto Brasileiro do Meio Ambiente e dos Recursos Renováveis - IBAMA,Ministério do Meio Ambiente - MMA,Brigadista,NS/NI/NA,,"Portaria Conjunta SEDGG/ME-MMA nº 48, de 3 de maio de 2021",https://www.in.gov.br/en/web/dou/-/portaria-conjunta-sedgg/me-mma-n-48-de-3-de-maio-de-2021-317633626,Contratação Temporária,A partir de maio de 2021,,,,,,,,,,,
Ministério das Relações Exteriores - MRE,Ministério das Relações Exteriores - MRE,Terceiro Secretário,Nível Superior,,"Ato próprio (inciso II do § 1º do Decreto nº 9.739, de 2019)",-,"Ateste Orçamentário
Provimento Originário",A partir de novembro de 2021,,,,,,,,,,,
Comando da Aeronáutica - Aeronáutica,Ministério da Defesa,Engenheiro,Nível Superior,,"Portaria Interministerial SEDGG/ME-MD Nº 58, de 7 de junho de 2021",https://www.in.gov.br/web/dou/-/portaria-interministerial-sedgg/me-md-n-58-de-7-de-junho-de-2021-328220366,Contratação Temporária,A partir de junho de 2021,,,,,,,,,,,
Ministério das Relações Exteriores - MRE,Ministério das Relações Exteriores - MRE,Terceiro Secretário,Nível Superior,,"Ato próprio (inciso II do § 1º do Decreto nº 9.739, de 2019)",-,"Ateste Orçamentário
Concurso Público",A partir de janeiro de 2022,,,,,,,,,,,
Agência Nacional de Mineração,Agência Nacional de Mineração,Especialista em Recursos Minerais,Nível Superior,,"Portaria SEDGG/ME nº 8.619, de 15 de julho de 2021.",https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=19/07/2021&jornal=515&pagina=115&totalArquivos=186,Concurso Público,A partir de outubro de 2021,,,,,,,,,,,
Controladoria-Geral da União,Controladoria-Geral da União,"Auditor Federal de Finanças e Controle
Técnico Federal de Finanças e Controle",NS/NI,,"Portaria SEDGG/ME nº 8.949, de 26 de julho de 2021.",https://in.gov.br/en/web/dou/-/portaria-sedgg/me-n-8.949-de-26-de-julho-de-2021-334557644,Concurso Público,A partir de maio de 2022,,,,,,,,,,,
"Departamento de Centralização de Inativos, Pensionistas e Órgão Extintos - DECIPEX",Ministério da Economia - ME,"Analista de Negócio
Analista Técnico de Demandas Previdenciárias, Judiciais e de Controle
Técnico em Atividades Previdenciárias e de Apoio",NS/NI,,"Portaria SEDGG/ME nº 10.351, de 23 de agosto de 2021.",https://www.in.gov.br/en/web/dou/-/portaria-sedgg/me-n-10.351-de-23-de-agosto-de-2021-341031418,Contratação Temporária,A partir de dezembro de 2021,,,,,,,,,,,
Agência Brasileira de Inteligência - ABIN,Presidência da República,"Oficial de Inteligência
Oficial Técnico de Inteligência
Agente de Inteligência",NS/NI,,"Portaria SEDGG/ME nº 10.741, de 31 de agosto de 2021.",https://www.in.gov.br/en/web/dou/-/portaria-me-n-10.741-de-31-de-agosto-de-2021-341971204,Provimento Adicional,A partir de setembro de 2021,,,,,,,,,,,
Instituo Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA,Ministério do Meio Ambiente - MMA,"Analista Ambiental
Analista Administrativo
Técnico Ambiental",NS/NI,,"Portaria SEDGG/ME nº 10.640, de 02 de setembro de 2021.",https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=515&pagina=22&data=06/09/2021,Concurso Público,A partir de julho de 2022,,,,,,,,,,,
Instituto Chico Mendes de Conservação da Biodiversidade - ICMBio,Ministério do Meio Ambiente - MMA,"Analista Ambiental
Técnico Ambiental",NS/NI,,"Portaria SEDGG/ME nº 10.644, de 02 de setembro de 2021.",https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=515&pagina=22&data=06/09/2021,Concurso Público,A partir de janeiro de 2022,,,,,,,,,,,
Fundação Nacional do Índio,Ministério da Justiça e Segurança Pública - MJSP,"Supervisor dos Agentes de Proteção Etnoambiental
Chefe dos Agentes de Proteçção Etnoambiental
Agente de Proteção Etnoambiental",NS/NI,,"Portaria Interministerial SEDGG-ME/MJSP nº 11.351, de 17 de setembro de 2021.",https://www.in.gov.br/en/web/dou/-/portaria-interministerial/sedgg-me/mjsp-n-11.351-de-17-de-setembro-de-2021-346332303,Contratação Temporária,A partir de setembro de 2021,,,,,,,,,,,
"Ministério da Agricultura, Pecuária e Abastecimento","Ministério da Agricultura, Pecuária e Abastecimento","Analista de Dados
Especialista em Governança de Dados
Analista em BusinessIntelligence
Cientista de Dados
Especialista em BigData
Engenheiro de IA
Analista de Interoperabilidade
Arquiteto em Soluções
Especialista em DevOps
Analista em Infraestrutura de TIC
Analista de Processo
Analista de Negócios (Gerente de Projetos de Soluções de TIC)
Analista de Segurança da Informação",Nível Superior,,"Portaria Interministerial SEDGG-ME/MJSP nº 12.226, de 14 de outubro de 2021.",https://www.in.gov.br/en/web/dou/-/portaria-sedgg/me-n-12.226-de-14-de-outubro-de-2021-353653190,Contratação Temporária,A partir de janeiro de 2022,,,,,,,,,,,
Comando da Aeronáutica - Aeronáutica,Ministério da Defesa - MD,Diversos (vide anexo da portaria),NS/NI/NA,,"Portaria SEDGG/ME nº 13.153, de 22 de novembro de 2021",https://www.in.gov.br/en/web/dou/-/portaria-sedgg/me-n-13.153-de-22-de-novembro-de-2021-362685319,Contratação Temporária,A partir de novembro de 2021,,,,,,,,,,,
Instituto Brasileiro de Geografia e Estatística - IBGE,Ministério da Economia - ME,"Agente Censitário Municipal
Agente Censitário Supervisor
Recenseador",NS/NI/NA,,"Portaria SEDGG/ME nº 14.147, de 2 de dezembro de 2021",https://www.in.gov.br/en/web/dou/-/portaria-sedgg/me-n-14.147-de-2-de-dezembro-de-2021-364270310,Contratação Temporária,A partir de dezembro de 2021,,,,,,,,,,,
Instituto Brasileiro de Geografia e Estatística - IBGE,Ministério da Economia - ME,"Coordenador Censitário de Área (CCA)
Agente Censitário de Administração e Informática (ACAI)
Agente Censitário de Pesquisa por Telefone (ACT)
Supervisor Censitário de Pesquisas e Codificação",NS/NI/NA,,"Portaria SEDGG/ME nº 14.148, de 2 de dezembro de 2021",https://www.in.gov.br/en/web/dou/-/portaria-sedgg/me-n-14.148-de-2-de-dezembro-de-2021-364266499,Contratação Temporária,A partir de dezembro de 2021,,,,,,,,,,,
"Instituto Federal de Educação, Ciência e Tecnologia de Sergipe - IFS",Ministério da Educação - MEC,Profissionais de nível superior especializado para para atendimento a pessoas com deficiência,NS/NI/NA,,"Portaria Interministerial SEDGG/ME/MEC nº 13.837, de 24 de novembro de 2021",https://in.gov.br/en/web/dou/-/portaria-interministerial-sedgg/me/mec-n-13.837-de-24-de-novembro-de-2021-364686779,Contratação Temporária,A partir de dezembro de 2021,,,,,,,,,,,
Polícia Rodoviária Federal - PRF,Ministério da Justiça e Segurança Pública - MJSP,Policial Rodoviário Federal,Nível Superior,,"Portaria SEDGG/ME nº 14.747, de 21 de dezembro de 2021",https://www.in.gov.br/web/dou/-/portaria-sedgg/me-n-14.747-de-21-de-dezembro-de-2021-369344158,Provimento Originário,A partir de dezembro de 2021,,,,,,,,,,,
Polícia Federal - PF,Ministério da Justiça e Segurança Pública - MJSP,Agente de Polícia Federal,Nível Superior,,"Ato próprio (inciso II do § 1º do Decreto nº 9.739, de 2019)",-,"Ateste Orçamentário
Provimento Originário",A partir de dezembro de 2021,,,,,,,,,,,
"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis - ANP",Ministério de Minas e Energia - MME,Atividades técnicas de complexidade intelectual,Nível Superior,,"Portaria Interministerial SEDGG/ME/MME nº 15.178, de 29 de dezembro de 2021",https://www.in.gov.br/en/web/dou/-/portaria-interministerial-sedgg/me/mme-n-15.178-de-29-de-dezembro-de-2021-371518473,Contratação Temporária,A partir de agosto de 2022,,,,,,,,,,,
Ministério das Comunicações - MCOM,Ministério das Comunicações - MCOM,"Atividades Técnicas de Suporte
Atividades Técnicas de Complexidade Intelectual
Atividades Técnicas de Complexidade Gerencial, de Tecnologia da Informação e de Engenharia Senior",NS/NI,,"Portaria Interministerial SEDGG/ME/MCOM nº 15.180, de 29 de dezembro de 2021",https://www.in.gov.br/en/web/dou/-/portaria-interministerial/sedgg/me/mcom-n-15.180-de-29-de-dezembro-de-2021-371521306,Contratação Temporária,A partir de julho de 2022,,,,,,,,,,,
Ministério da Pesca e Aquicultura - MPA,Ministério da Pesca e Aquicultura - MPA,"Profissional da área de Direito
Profissional da área de Economia
Profissional da área de Contabilidade
Profissional da área de Tecnologia de Informação
Profissional da área de Jornalismo/Comunicação
Profissional da área de Marketing
Profissional da área de Engenharia de Pesca/Oceanógrafo/Biólogo
Profissional da área de Estatística/Matemática
Profissional da área de Administração/Gestão Pública
Profissional da área de Recursos Humanos
Profissional da área de Assistência Social/Sociologia
Profissional da área de Design Gráfico
Profissional da área de Engenharia Civil
Profissional da área de Arquitetura
Profissional da área de Nível Superior
Profissional da área de Engenharia de Aquicultura/Medicina Veterinária/Zootecnista",Nível Superior,,,,Contratação Temporária,,,,,,,,,,"PORTARIA CONJUNTA MGI/MPA Nº 66, DE 29 DE DEZEMBRO DE 2023

PORTARIA CONJUNTA MGI/MPA Nº 13, DE 23 DE FEVEREIRO DE 2024","https://www.in.gov.br/en/web/dou/-/portaria-conjunta-mgi/mpa-n-66-de-29-de-dezembro-de-2023-535304664

https://www.in.gov.br/en/web/dou/-/portaria-conjunta-mgi/mpa-n-13-de-23-de-fevereiro-de-2024-545416614",Econômico
Fundo Nacional de Desenvolvimento da Educação - FNDE,Ministério da Educação - MEC,"Arquiteto e Urbanista
Engenheiro Civil
Engenheiro Eletricista",Nível Superior,,,,Contratação Temporária,,,,,,,,,,"PORTARIA CONJUNTA MGI/MEC Nº 67, DE 29 DE DEZEMBRO DE 2023",https://www.in.gov.br/en/web/dou/-/portaria-conjunta-mgi/mec-n-67-de-29-de-dezembro-de-2023-535521950,Social
Fundo Nacional de Desenvolvimento da Educação - FNDE,Ministério da Educação - MEC,Analista de Prestação de Contas,Nível Superior,,,,Contratação Temporária,,,,,,,,,,"PORTARIA CONJUNTA MGI/MEC Nº 65, DE 28 DE DEZEMBRO DE 2023",https://www.in.gov.br/en/web/dou/-/portaria-conjunta-mgi/mec-n-65-de-28-de-dezembro-de-2023-535755013,Social
Centro Gestor e Operacional do Sistema de Proteção da Amazônia - CENSIPAM,Ministério da Defesa - MD,Analista em Ciência e Tecnologia,Nível Superior,,,,Provimento Originário,,,,,,,,,,"PORTARIA/MGI Nº 543, DE 31 DE JANEIRO DE 2024",https://www.in.gov.br/en/web/dou/-/portaria-/mgi-n-543-de-31-de-janeiro-de-2024-541005247,Governo
Ministério da Defesa - MD,Ministério da Defesa - MD,"Analista em Ciência e Tecnologia - Pleno II
Assistente em Ciência e Tecnologia - Técnico
Analista em Ciência e Tecnologia - Sênior
Analista em Ciência e Tecnologia - Pleno",NS/NI,,,,Contratação Temporária,,,,,,,,,,"PORTARIA CONJUNTA MGI/MD Nº 9, DE 31 DE JANEIRO DE 2024",https://www.in.gov.br/en/web/dou/-/portaria-conjunta-mgi/md-n-9-de-31-de-janeiro-de-2024-541209088,Governo
Agência Brasileira de Inteligência - ABIN,Casa Civil - CC,"Oficial de Inteligência
Oficial Técnico de Inteligência
Agente de Inteligência",NS/NI,,,,Provimento Adicional,,,,,,,,,,"PORTARIA MGI Nº 1.966, DE 27 DE MARÇO DE 2024",https://www.in.gov.br/en/web/dou/-/portaria-mgi-n-1.966-de-27-de-marco-de-2024-550900252,Governo
Secretaria Nacional de Políticas Penais - SENAPPEN,Ministério da Justiça e Segurança Pública - MJSP,"Agente Federal de Execução Penal
Especialista Federal em Assistência à Execução Penal",NS/NI,,,,Provimento Adicional,,,,,,,,,,"PORTARIA MGI Nº 2.158, DE 4 DE ABRIL DE 2024",https://www.in.gov.br/en/web/dou/-/portaria-mgi-n-2.158-de-4-de-abril-de-2024-552245139,Governo
Ministério da Educação - MEC,Ministério da Educação - MEC,Técnico em Assuntos Educacionais,Nível Superior,,,,Provimento Originário,,,,,,,,,,"PORTARIA MGI Nº 2.386, DE 16 DE ABRIL DE 2024",https://in.gov.br/web/dou/-/portaria-mgi-n-2.386-de-16-de-abril-de-2024-554423132,Social
Ministério de Minas e Energia - MME,Ministério de Minas e Energia - MME,Administrador,Nível Superior,,,,Provimento Originário,,,,,,,,,,"PORTARIA MGI Nº 2.387, DE 16 DE ABRIL DE 2024",https://in.gov.br/web/dou/-/portaria-mgi-n-2.387-de-16-de-abril-de-2024-554422242,Infraestrutura
Secretaria Nacional de Políticas Penais - SENAPPEN,Ministério da Justiça e Segurança Pública - MJSP,"Profissional da área de Direito
Profissional da área de Administração
Profissional da área de Ciências Contábeis
Profissional da área de Ciências Políticas
Profissional da área de Sociais
Profissional da área de Comunicação Social
Profissional da área de Economia
Profissional da área de Tecnologia da Informação",Nível Superior,,,,Contratação Temporária,,,,,,,,,,"PORTARIA CONJUNTA MGI/MJSP Nº 20, DE 11 DE ABRIL DE 2024",https://www.in.gov.br/en/web/dou/-/portaria-conjunta-mgi/mjsp-n-20-de-11-de-abril-de-2024-559082879,Governo
Ministério do Meio Ambiente e Mudança do Clima - MMA,Ministério do Meio Ambiente e Mudança do Clima - MMA,Analista Ambiental,Nível Superior,,,,Provimento Originário,,,,,,,,,,"PORTARIA MGI Nº 3.756, DE 29 DE MAIO DE 2024",https://www.in.gov.br/en/web/dou/-/portaria-mgi-n-3.756-de-29-de-maio-de-2024-563104573,Infraestrutura
